time,timestamp
147.6취,147602
147.7취,147702
147.8취,147802
147.9취,147902
148취,148002
148.1취,148102
148.2취,148202
148.3취,148302
148.4취,148402
148.5취,148502
148.6취,148602
148.7취,148702
148.8취,148802
148.9취,148902
149취,149002
149.1취,149102
149.2취,149202
149.3취,149302
149.4취,149402
149.5취,149502
149.6취,149602
149.7취,149702
149.8취,149802
149.9취,149902
150취,150002
150.1취,150102
150.2취,150202
150.3취,150302
150.4취,150402
150.5취,150502
150.6취,150602
150.7취,150702
150.8취,150802
150.9취,150902
151취,151002
151.1취,151102
151.2취,151202
151.3취,151302
151.4취,151402
151.5취,151502
151.6취,151602
151.7취,151702
151.8취,151802
151.9취,151902
152취,152002
152.1취,152102
152.2취,152202
152.3취,152302
152.4취,152402
152.5취,152502
152.6취,152602
152.7취,152702
152.8취,152802
152.9취,152902
153취,153002
153.1취,153102
153.2취,153202
153.3취,153302
153.4취,153402
153.5취,153502
153.6취,153602
153.7취,153702
153.8취,153802
153.9취,153902
154취,154002
154.1취,154102
154.2취,154202
154.3취,154302
154.4취,154402
154.5취,154502
154.6취,154602
154.7취,154702
154.8취,154802
154.9취,154902
155취,155002
155.1취,155102
155.2취,155202
155.3취,155302
155.4취,155402
155.5취,155502
155.6취,155602
155.7취,155702
155.8취,155802
155.9취,155902
156취,156002
156.1취,156102
156.2취,156202
156.3취,156302
156.4취,156402
156.5취,156502
156.6취,156602
156.7취,156702
156.8취,156802
156.9취,156902
157취,157002
157.1취,157102
157.2취,157202
157.3취,157302
157.4취,157402
157.5취,157502
157.6취,157602
157.7취,157702
157.8취,157802
157.9취,157902
158취,158002
158.1취,158102
158.2취,158202
158.3취,158302
158.4취,158402
158.5취,158502
158.6취,158602
158.7취,158702
158.8취,158802
158.9취,158902
159취,159002
159.1취,159102
159.2취,159202
159.3취,159302
159.4취,159402
159.5취,159502
159.6취,159602
159.7취,159702
159.8취,159802
159.9취,159902
160취,160002
160.1취,160102
160.2취,160202
160.3취,160302
160.4취,160402
160.5취,160502
160.6취,160602
160.7취,160702
160.8취,160802
160.9취,160902
161취,161002
161.1취,161102
161.2취,161202
161.3취,161302
161.4취,161402
161.5취,161502
161.6취,161602
161.7취,161702
161.8취,161802
161.9취,161902
162취,162002
162.1취,162102
162.2취,162202
162.3취,162302
162.4취,162402
162.5취,162502
162.6취,162602
162.7취,162702
162.8취,162802
162.9취,162902
163취,163002
163.1취,163102
163.2취,163202
163.3취,163302
163.4취,163402
163.5취,163502
163.6취,163602
163.7취,163702
163.8취,163802
163.9취,163902
164취,164002
164.1취,164102
164.2취,164202
164.3취,164302
164.4취,164402
164.5취,164502
164.6취,164602
164.7취,164702
164.8취,164802
164.9취,164902
165취,165002
165.1취,165102
165.2취,165202
165.3취,165302
165.4취,165402
165.5취,165502
165.6취,165602
165.7취,165702
165.8취,165802
165.9취,165902
166취,166002
166.1취,166102
166.2취,166202
166.3취,166302
166.4취,166402
166.5취,166502
166.6취,166602
166.7취,166702
166.8취,166802
166.9취,166902
167취,167002
167.1취,167102
167.2취,167202
167.3취,167302
167.4취,167402
167.5취,167502
167.6취,167602
167.7취,167702
167.8취,167802
167.9취,167902
168취,168002
168.1취,168102
168.2취,168202
168.3취,168302
168.4취,168402
168.5취,168502
168.6취,168602
168.7취,168702
168.8취,168802
168.9취,168902
169취,169002
169.1취,169102
169.2취,169202
169.3취,169302
169.4취,169402
169.5취,169502
169.6취,169602
